,user
7143,333683999
4239,333710923
5969,333897480
2313,333960329
883,334009227
6886,334030193
6568,334092924
2539,334183808
7913,334317612
8199,334435143
10672,334546859
7770,334831321
10874,334905592
3253,334937236
1293,334953513
4219,335048723
3124,335111844
1424,335207797
2610,335240876
5177,335413632
10596,335496154
1729,335672004
4388,335797462
5517,335803966
8782,335871764
11155,335939395
5268,336186936
2786,336300160
7534,336305803
7587,336392007
9519,336447271
10040,336510341
1569,336693755
3814,336791385
1588,336981177
9194,337101593
9051,337105126
4442,337156647
566,337203447
9219,337441374
7162,337454186
6278,337491456
4266,337604817
1289,337700738
7906,337728149
8282,337913135
7724,337932167
1878,338087857
7746,338175434
6839,338733774
438,338846655
9722,338861510
1018,339018008
6325,339255959
4299,339279683
1928,339281180
4898,339363423
555,339389536
700,339421643
8389,339463873
201,339723620
9853,339823071
3629,339824315
5145,339881602
10861,339894606
8357,339967966
1288,340175286
4824,340186449
5099,340235107
9045,340255395
1542,340276087
8459,340287338
7236,340322496
1748,340345822
2165,340347035
5255,340348010
3517,340637943
7098,340679595
6702,340740770
4150,340938127
8864,340985133
7076,341023832
7684,341093146
7275,341163252
9952,341262855
8431,341290069
10782,341426910
3973,341613179
9700,341629463
4618,341664381
10829,341667634
9869,341812517
10751,341917771
1931,341972740
4465,341998154
7889,342036884
10502,342312674
8146,342492250
2730,342538110
11375,342630692
9028,342668044
4945,342726933
2767,342778953
9575,342784403
7494,342847343
1380,342874864
3559,342952060
11667,342968751
6534,343003431
5962,343009891
5844,343097987
6773,343104705
11398,343143713
5483,343169982
5369,343193230
8476,343222356
8257,343223367
5207,343240267
7146,343348801
1819,343371883
2489,343546022
5222,343576289
3210,343673413
3776,343726189
2472,343740534
5779,343846201
3473,343847659
8365,343921624
3020,343935289
11725,344055967
6422,344114011
4947,344178872
5341,344316097
6911,344352921
4848,344362238
9836,344525730
6578,344561699
5115,344576390
1888,344579391
7723,345004669
4311,345188236
10888,345217091
2574,345219573
925,345263559
5887,345343750
9000,345563036
8084,345568593
7646,345692328
7517,345781321
2059,345859910
10631,345983847
9839,346037244
6698,346099354
8306,346167064
6545,346295826
3297,346542445
9268,346554816
1497,346622011
1181,346687400
6287,346724642
6248,346771420
11130,346777365
1304,346790526
4546,346932498
9817,346943454
5984,347161968
151,347379861
5762,347416318
8168,347526285
7214,347638071
2190,347726577
11597,347734619
9883,347753757
3289,347805068
1206,347910148
482,348051868
8461,348169204
2368,348325730
7431,348386612
2720,349075562
1910,349091900
3565,349124900
152,349196893
10960,349327526
6817,349502896
10650,349566140
10187,349614570
10666,349671524
857,349747975
10849,349806020
1210,349923871
1615,349970037
305,350081625
2488,350166740
9163,350234038
10052,350240440
4655,350428028
6444,350539199
5512,350666845
2123,350855682
10987,350858796
1701,350900817
3446,350964963
6834,350985285
3989,350991287
5544,351105623
5284,351119184
11592,351169929
77,351319091
7686,351437495
9917,351558081
1797,351615646
2293,351632875
4485,351642763
1670,351722336
1276,351786199
3081,351812206
8841,351819083
11041,351842668
3186,352086735
9300,352196112
11414,352292854
2299,352313872
7520,352330685
2461,352346680
3510,352402769
7421,352589933
3653,352682786
4300,352698355
210,352757670
5875,352877994
2129,353009469
4281,353071148
6787,353301270
11290,353387105
1187,353409979
6105,353737615
4041,353750207
1707,353786121
2579,353823753
2723,353973462
9067,353987168
8406,354046239
11126,354240146
6880,354248387
10693,354351311
1777,354443386
9635,354505658
9649,354576004
8959,354595792
3793,354633152
2861,354688710
6509,354691583
6160,354725824
7844,354731142
9851,354736590
6065,354742944
7350,354807555
8453,354824971
8595,354864635
5132,354931455
2021,354958472
3256,355010662
3897,355029472
4391,355182406
6611,355195902
8254,355200270
2245,355306962
2678,355331255
611,355420409
7311,355435512
6867,355518558
11097,355536716
9610,355821673
10993,355913646
4367,355919859
10132,355979154
8823,356008384
9490,356013722
3676,356057083
3323,356074562
9918,356314063
3801,356332867
563,356382491
5117,356660367
6801,356753359
7435,356822184
9937,356854673
11482,356889799
6047,356943922
2790,357023888
1938,357084756
4348,357132453
1349,357272843
9314,357283187
9451,357327071
1183,357380747
2679,357405415
10823,357434586
11142,357516243
11571,357536678
2680,357540346
4915,357656875
751,357664064
9419,357704101
10607,357768974
4370,357853230
5225,358018612
3352,358146102
8185,358278645
3484,358324074
2067,358362124
11314,358396567
4971,358582834
9864,358609083
10774,358656741
6015,358717472
6750,358764452
1979,358771871
9558,358941498
8672,359057717
421,359087638
10192,359139376
4330,359144057
8931,359144124
11549,359145018
11253,359220891
2088,359233582
9327,359299004
3350,359605383
6757,359618819
5347,359773633
2529,359786006
1211,360152058
11700,360196342
10264,360197196
5103,360202551
1215,360255980
7988,360287219
1746,360305384
8499,360408749
479,360540103
5909,360565988
9403,360589914
9385,360595006
6055,360640361
8854,360713634
10695,360725702
9033,360792737
8110,360819779
10760,360871201
6010,361190969
11516,361208203
10898,361280740
1334,361386177
4695,361688847
9089,361874956
675,361904807
11659,361955240
10079,361959653
2941,361979281
658,361995818
6969,362089194
5263,362127647
5648,362215713
4897,362279304
7982,362319127
3645,362375719
3482,362396673
3574,362434879
11125,362507786
366,362551871
512,362669905
6283,362827279
5610,362845129
847,362966653
5995,362992563
1135,363079614
7729,363574232
11270,363646321
4012,363675138
591,363682553
7636,363810365
2694,363893173
11484,363926783
2500,363935985
7217,364153847
5667,364180113
3957,364183757
3845,364294246
8263,364443040
4521,364447886
4597,364551121
1720,364553757
5244,364572508
8280,364841884
6627,364878095
7074,364918069
2086,364934154
9657,364984576
3166,365057418
11742,365070119
6324,365156441
9737,365204048
3143,365256834
10465,365302577
4431,365372994
10315,365383969
2132,365452961
3971,365504260
1708,365533706
5922,365576622
5991,365693043
4090,365801236
10935,365900520
5577,365933298
5590,365991821
3033,366226268
2169,366255185
5664,366276154
11684,366419409
778,366423249
9474,366489834
5254,366643327
2039,366655671
4719,366657260
6115,366710566
10722,366812514
7062,366868129
2255,366954921
7897,367054126
1434,367098612
6923,367184933
6097,367196997
1842,367344497
8905,367382614
7261,367426419
2355,367459748
11426,367776868
10903,367805068
8892,367858135
4737,367897459
10344,367991355
998,368035179
5482,368240041
6148,368253006
6414,368287889
3154,368551484
4649,368691121
11729,368825919
7645,368928802
3739,369005637
43,369070854
7634,369133800
5515,369251922
9901,369339888
10322,369361992
11221,369383935
1711,369385005
4395,369605278
7106,369677506
1985,369745721
8734,369773715
6995,369880146
10964,369950996
27,370034723
9664,370180073
10496,370196177
351,370434416
4583,370572365
7256,370598680
7594,370710467
7766,370780322
7011,370787157
3689,370881202
9164,370896787
871,371065536
65,371170520
8814,371221804
9740,371230841
1685,371317894
9250,371356575
5051,371357341
7665,371359810
10940,371428659
11550,371468159
1661,371500347
10703,371519970
2353,371741500
516,371746726
4407,371873937
7546,371969815
11271,372135725
3043,372233314
9625,372268020
17,372299864
5473,372311511
8166,372454742
79,372525970
10764,372598093
9841,372612927
2309,372656046
11109,372665694
7459,372691774
1529,372757706
8004,372786661
1442,373086326
4834,373118534
11698,373150239
5495,373283223
2745,373368723
6448,373386474
6386,373602939
10372,373646291
11577,373649910
3821,373691688
1184,373749366
1959,373773907
7220,373853051
4687,373951901
6053,374056566
5093,374085219
6517,374197890
2607,374653845
1030,374715193
10175,374717565
7641,374836263
5697,375040389
5996,375129233
889,375147909
6555,375287022
3865,375355370
8144,375596249
11166,375709545
2568,375729435
70,375822252
2887,375859063
2349,376131324
10305,376210223
7398,376287879
8183,376386891
9767,376451117
8872,376471177
6352,376491444
5965,376508048
4200,376635500
604,376700830
11505,376902613
6941,376995776
8640,377067219
2753,377096461
330,377131958
184,377133557
4868,377198789
6159,377203069
633,377208362
9427,377297672
7965,377562201
3854,377563107
5562,377590870
6271,377672926
5257,377676073
8686,377728504
4752,377837417
8579,377884669
1459,377907989
8750,377953539
6612,377953687
5184,378081451
5624,378379971
2640,378410969
4804,378824180
5157,378832784
5785,379037753
10003,379309740
6442,379377086
5001,379503800
9344,379547019
3449,379581775
4130,379696802
9557,379759405
7555,379800448
2762,379865829
3326,379927547
10402,380044994
4910,380262806
11019,380272757
536,380294876
9354,380370446
3531,380408616
13,380521062
7439,380623595
5160,380661791
7774,380710628
5398,380844272
11468,381053002
10084,381079123
6128,381092981
11594,381208627
879,381226464
4594,381320223
10807,381395429
5637,381425653
5413,381573547
10341,381575566
929,381585046
11644,381612951
4740,381711577
2189,381762408
311,381765303
3374,381828456
61,382044539
7888,382048428
7359,382145982
10969,382177063
21,382182253
7883,382432974
5397,382460253
9231,382529538
11630,382572750
7932,382677162
788,382715230
3917,382808644
9012,382912226
2924,382922222
10768,382946985
2700,383025136
5315,383149900
10925,383180343
4108,383182061
1006,383218226
9097,383225774
4472,383327735
5471,383387282
9868,383420413
2473,383431601
1451,383492784
9974,383546667
9654,383676793
1591,383699007
2855,383804907
5096,383941564
2029,384017890
8655,384037434
1665,384079712
9470,384083494
11269,384153010
10730,384161491
7558,384180840
580,384240752
7112,384241741
2559,384278255
10319,384328005
10549,384341805
1435,384375130
24,384393035
783,384488204
4654,384560320
5802,384599974
9263,384612009
8428,384656808
1885,384908157
9954,385149148
1947,385198849
4989,385286595
6504,385393002
1431,385442762
5565,385475514
2927,385778185
4817,386005020
4982,386008118
935,386014647
4569,386060351
2617,386149248
5587,386243976
3575,386419693
7290,386429740
8692,386510406
2934,386525735
8052,386584769
1605,386587897
8631,386869436
1533,387011861
6440,387015243
1185,387099704
8816,387343445
1284,387463906
10707,387531986
8547,387544140
4073,387635400
5778,388212281
5804,388232715
5120,388267665
1908,388276967
8713,388416169
6037,388451205
1932,388533130
332,388564040
4899,388579458
7709,388659684
2324,388676475
4066,388745051
8958,388805359
2697,388882814
1957,388894870
8503,388992964
7714,389005308
3702,389020298
8204,389074337
4797,389078258
11569,389212804
2167,389229931
4141,389339319
5344,389361183
1392,389391236
167,389405420
11025,389546804
5055,389619642
10591,389840236
619,389870617
3807,389870857
5192,389913524
11135,389959952
2312,389999688
2450,390053237
10007,390090807
6671,390129571
4417,390244986
4665,390275605
5445,390347278
8200,390424609
2973,390428140
9956,390433203
7639,390579445
9977,390616685
3131,390649240
11076,390667863
11727,390831470
4038,390883729
11050,390885327
7491,390958056
3304,390959255
4977,391124606
3798,391156054
9820,391158244
7704,391206263
9891,391311668
8926,391363098
2367,391432182
3882,391463295
7939,391474645
10949,391508893
9085,391545947
10660,391628333
9778,391763682
11200,391827007
1656,391854067
11150,391870293
11281,391902659
5490,391913495
2756,391916009
1545,392014021
2981,392060526
3333,392076946
6931,392148838
782,392297544
4390,392374944
9218,392456370
1846,392486789
6567,392518167
10813,392538518
2933,392635953
9579,392811983
6738,393132052
10677,393178436
1561,393276450
4375,393356949
9217,393368722
6585,393371803
826,393468518
5895,393468742
9784,393576580
2670,393641847
2408,393663432
5477,393674017
9628,393730163
306,393822298
9933,393962655
5491,393971953
2202,394012926
10394,394080315
5884,394124297
1996,394190770
3225,394212270
2173,394242692
3322,394360800
5956,394374478
7972,394397804
4813,394411992
345,394521778
10894,394560496
7600,394758279
4619,394873215
978,394875023
4859,394908763
1607,394970516
1788,395040322
9428,395089136
8596,395271364
4325,395458763
4158,395632666
7623,395646697
8317,395698013
8142,395701818
10356,395715447
5715,395767412
2108,395866479
2246,395910533
8109,396114950
7025,396119686
9221,396190474
5234,396213925
11116,396334314
2543,396346550
1590,396568465
839,396631392
4930,396677882
10961,396706690
7601,396747522
2504,396796072
429,396830931
4179,396852090
8656,396871867
5394,397017657
2398,397043416
2721,397088638
4415,397108289
2898,397133172
7868,397177558
2467,397196688
8539,397233553
6515,397247994
8903,397269078
10487,397330072
9779,397375801
3727,397460313
6063,397469298
5886,397495212
2915,397600517
9746,397649887
5456,397735078
7810,397775438
7281,398089880
3339,398109852
47,398121453
6356,398187848
8131,398230324
7524,398307189
8112,398410104
8399,398438379
8838,398600183
5920,398614726
2509,398679978
4861,398859857
5126,398860123
2126,398889168
7881,399010380
356,399038334
9896,399040843
2110,399108255
6366,399249020
4983,399290888
11049,399369693
9631,399473025
6520,399486485
6039,399533759
8272,399627239
7483,399646852
322,399684852
6958,399835396
8863,399838806
4186,399865944
10680,399925974
10910,399934779
6087,399945315
10933,400093573
3905,400112633
10988,400249350
6125,400338027
1481,400480033
2963,400634787
3834,400715783
6475,400839298
3682,400842492
9430,400883263
2939,400971934
4361,401149612
10073,401365419
8581,401437191
7732,401568664
8544,401719053
1296,401857390
9013,401903638
9336,401939824
1858,402122142
2901,402159170
10783,402295722
9353,402490136
3898,402497971
7693,402611182
10015,402673820
10389,402803013
8425,402954445
8421,402984279
10388,403042560
2084,403435410
6749,403635101
3810,403716393
3830,403733542
11144,403825612
2542,403827827
4529,403847159
938,403879802
1948,403939696
1342,403977417
3133,404000272
10448,404177952
317,404199580
7647,404291612
3832,404388943
1942,404448120
10754,404448722
1005,404459747
9030,404509050
11059,404535817
5955,404602356
1829,404673665
235,404696816
4364,404746955
9568,404768333
10561,404907387
6114,405017088
11230,405018098
11192,405096364
8468,405113743
11705,405175464
5840,405197055
2160,405278627
10504,405509551
4480,405685459
8294,405709747
2977,405780496
3018,406007778
7644,406136341
8377,406315205
3815,406377036
3139,406497473
8477,406738084
8901,406797693
5812,406997270
10088,406997652
8791,407038932
11180,407088630
3590,407220908
4267,407277410
10795,407292793
3710,407366090
6197,407469537
4359,407474816
3341,407791963
7184,407819263
9335,407884706
9948,407896904
7412,407917313
5880,407926564
9858,408158136
9650,408258968
5199,408304674
4089,408389167
6680,408495404
9969,408749705
5230,408797814
3618,408967797
10230,408971237
1691,408995864
5256,409010256
5791,409044896
11346,409063327
8518,409067449
8277,409183579
2188,409472138
4706,409476471
10725,409538530
10525,409541192
4163,409568573
10571,409597589
1309,409693589
886,409698860
1450,409740421
8340,409795534
2966,409800413
8689,409840274
9211,409843932
1915,409918579
3356,409960700
6258,410212617
2260,410277011
7629,410321786
10924,410371055
9814,410381133
9690,410420873
11413,410557189
7673,410634632
6765,410689668
946,410707009
10381,410720842
8486,410782452
7942,410791777
5408,410798184
1182,410821501
3251,410924655
594,410950344
7277,411025011
1809,411027804
9570,411042107
9634,411100616
9860,411187042
1261,411232704
3950,411343706
7453,411369758
2872,411472914
1295,411534380
9895,411558623
5658,411642053
2992,411683152
5576,411783952
51,411848318
11500,411861821
300,411935913
3748,411990426
8433,412365317
5535,412387217
2826,412623889
870,412744090
8286,412821406
11307,412866215
11366,412877823
6903,412884386
11083,412903423
8999,412924463
3906,413056248
2427,413094205
8442,413100224
379,413249557
6183,413251150
3178,413253541
5288,413311321
5862,413313304
115,413316517
7300,413316947
10796,413366139
4504,413431533
7750,413438860
2157,413524375
738,413535013
5672,413730405
2409,413783366
5273,413887825
1898,414067464
1627,414176956
9092,414349615
2889,414365181
3619,414440466
8072,414529444
11288,414539211
3606,414699505
10280,414753168
4339,414894488
6123,415069940
1100,415096059
487,415103849
3841,415116554
3438,415228601
5661,415348349
5121,415364816
5506,415510750
9919,415524944
6893,415614213
8835,415715051
1714,415744091
9755,415863756
5037,415886521
7977,415922475
3031,415950628
3391,416166064
8324,416246979
5627,416335500
8016,416438520
4112,416557997
8615,416582967
2014,416662296
10642,417007255
7244,417023160
2219,417100337
1642,417167007
9249,417636258
3248,417699644
3456,417723123
8440,417838102
5532,417862304
10930,417871613
9540,418172925
9647,418226879
89,418378515
1654,418427843
1849,418443203
11731,418579693
10652,418609567
11419,418623437
8407,418623764
391,418692276
5680,418730644
2984,418895425
11224,419122895
1828,419152971
10068,419176443
2477,419303542
7677,419315643
5294,419414329
812,419525400
1754,419560376
3386,419597926
340,419822045
1897,419824518
6527,419832603
7991,419841751
10190,420048427
4412,420255914
10162,420522389
9555,420725396
6980,420808219
3129,420820433
3416,420863180
8414,420950553
5433,420993064
5720,421039919
9162,421123298
6402,421293085
1408,421567596
3921,421688787
9760,421770530
2974,421790398
6459,421801466
8961,421908045
10165,421960801
663,422032766
9135,422040190
2288,422100699
3470,422413484
1556,422562137
3357,422593786
8423,422788951
10570,422852461
3541,422896028
5967,422939133
2776,423003199
5293,423025412
1324,423156490
5101,423240293
3004,423259875
5516,423408425
3958,423506407
2847,423585268
10385,423673513
6387,423774728
2301,423787698
4711,423790992
11364,423861006
804,423964849
4493,423996462
5017,424099769
6118,424145331
4925,424224601
3454,424225302
3995,424240135
1971,424294170
4,424371701
6290,424500039
7020,424504220
1153,424533156
5707,424614679
7362,424630880
10763,424689917
1715,424692676
10906,424852028
6389,425258811
4575,425439946
10298,425598847
10553,425653240
11236,425724345
10459,425943516
955,425977188
2071,426055346
6616,426135633
2945,426232562
6775,426275387
5384,426459127
221,426548125
1543,426762830
3916,427091398
6192,427114389
86,427256675
8060,427410419
10343,427434633
136,427474257
8585,427542186
6807,427599753
7548,427843974
2235,427927236
5942,428087307
8081,428228225
9608,428316069
2140,428388350
2848,428448704
10912,428520581
3237,428576420
41,428671868
7151,428679440
3089,428733578
2387,428758978
12,428814951
8512,428985392
2576,429001018
2820,429036713
7457,429158298
2444,429436128
9373,429447667
4658,429469389
277,429560044
2612,429653861
10899,429919797
2925,429961510
3504,430046802
247,430343293
1879,430391987
7279,430433077
6069,430445612
5739,430489432
5947,430597586
3926,430617669
1735,430643320
11701,430703676
4315,430799415
6193,430856033
3907,431226062
1124,431271723
6719,431310726
7107,431413908
11586,431590221
1933,431835511
6766,432140804
3699,432229055
1019,432274458
7727,432313054
8117,432440766
9352,432482650
9914,432571101
7900,432604403
6525,432742514
4771,432852492
6397,432982039
8220,433021023
11561,433089519
6782,433166778
6189,433219611
4701,433411432
8951,433457760
10850,433565894
4433,433600337
4222,433663366
2366,433706074
642,433730380
3855,433732173
6822,433923778
1559,433959330
7800,433986074
7357,434394440
10862,434396190
4517,434454365
11573,434532415
5211,434566766
9069,434751120
9441,434856683
2319,434980556
10674,435142119
2633,435145400
8633,435316357
3145,435550849
8018,435553792
11185,435600486
9511,435681844
9001,435700481
1925,435839575
9693,435842908
255,435886850
437,436189027
5674,436201977
11137,436232851
1546,436281390
5548,436289498
8551,436307416
2119,436387183
11026,436432850
11422,436779493
11716,436828193
293,436844387
6323,437115177
5181,437411756
4343,437412488
9422,437414415
2840,437463104
9819,437551112
6014,437557320
4615,437674487
5946,437750749
6605,437806479
1160,437820918
6938,437842740
528,437907501
1909,437908526
7786,438031305
4589,438215971
134,438478427
8106,438502422
9813,438669807
6331,438728751
9305,438752810
8604,438795988
5138,438904460
124,438935469
4234,438975742
1437,438996219
385,439137457
7919,439144684
3526,439145127
10292,439147419
5102,439166555
8395,439185798
1221,439217461
7512,439297140
11278,439334776
217,439378386
7288,439534592
9435,439637823
3915,439653517
8245,440107521
4617,440263504
9927,440328136
425,440446335
7825,440601298
927,440667414
11372,440754419
9445,440794101
9750,441131060
2136,441209495
6048,441273133
4296,441324149
11032,441339884
2314,441528629
9002,441631874
8041,441680449
2294,441693194
1311,441743911
7169,441750447
7066,441781199
7504,441894644
8255,441897407
100,441930555
947,442062491
7918,442117739
7059,442129407
10766,442152219
2632,442213978
9046,442370771
10065,442404092
1616,442466988
8071,442600335
1123,442618563
4010,442639955
11240,442645402
10664,442691674
8351,442809777
4111,443020284
11545,443075228
2194,443206259
1498,443275182
7700,443345455
7545,443383561
5365,443420791
8666,443446876
4761,443475511
6846,443719704
6761,443902620
10983,443931346
10558,443953584
8382,444074866
10035,444128438
2316,444204646
11292,444235654
10975,444274292
6505,444287683
10931,444295438
2774,444407691
3817,444561698
6188,444572701
4147,444585041
11277,444601892
11623,444624461
3799,444639365
1803,444733064
4138,444795675
4668,444934173
9888,444975081
2401,444995068
1062,445000795
4408,445050125
1002,445107195
5094,445110874
1485,445116305
3537,445234224
640,445307910
4052,445466827
10384,445588014
1836,445948318
1491,446016501
7310,446049651
10811,446296170
9626,446320224
2514,446321874
9251,446381407
2405,446464531
2096,446481334
897,446603271
8610,446636263
2515,446803736
1143,446918640
3769,446959809
10966,447075180
8125,447252096
1409,447333177
6855,447356281
2993,447385992
7227,447392189
5319,447449476
8394,447471086
9053,447500231
2209,447617282
10559,447641524
4338,447708243
3721,447719028
8441,447743281
6485,447760322
3396,447856551
1998,447940031
2754,447999769
8798,448006486
3506,448086107
2508,448233433
1799,448325881
4759,448444219
8820,448457557
10769,448466178
5740,448513961
4784,448522410
9179,448532966
5897,448546711
5170,448595388
5237,448613084
7820,448698470
9835,448736617
11352,448739280
9245,448741268
4137,448745010
10840,448785303
5176,448821083
5896,448824898
9340,448990025
3171,449101696
5375,449183882
7626,449221121
3778,449460406
9376,449471730
7461,449609352
602,449968585
7170,450041075
4905,450058694
10740,450264747
9546,450626281
6303,450661528
1410,450734020
1658,450812478
1069,450922586
10682,451028464
4307,451054835
116,451070174
6700,451078578
10683,451209396
11409,451294281
3596,451456849
4065,451478500
5766,451543270
11459,451589191
497,451658425
6932,451674542
4777,451679797
3525,451782442
7604,451795728
6784,451797228
9696,451892589
1225,451957793
459,452281072
9021,452327308
1657,452389025
4786,452390309
4463,452520911
11744,452600795
11136,452688690
1425,452771348
11488,452823949
1725,452900416
9706,453014247
4360,453029462
5549,453205832
5574,453291017
11237,453533812
3334,453562924
9885,453582576
8804,453583194
6607,453716835
1480,453773733
10484,453821667
9368,453823187
5679,453865157
3061,453965516
6646,454008352
10577,454030817
1077,454083865
3652,454110151
3808,454135219
7420,454165938
9199,454281385
4468,454344178
146,454557450
754,454578494
6824,454610967
4606,454618899
5569,454662853
6200,455000585
8682,455018264
3709,455093061
7409,455108246
392,455232469
1331,455310484
2519,455326061
6687,455441547
2522,455559956
11195,455571099
11552,455644045
10868,455644439
6804,455647363
4542,455686628
7765,455791514
8834,455805612
11502,455820463
1603,455887687
8279,455927147
9562,455996892
4957,456062442
6175,456139029
6820,456239842
5469,456736785
3189,456800291
6171,456833225
5024,456916308
154,457144563
5426,457260815
457,457355244
4354,457378330
6882,457473992
11411,457561335
8822,457698620
3684,457754605
510,457963109
2458,457991257
10738,458127656
3276,458137308
1850,458151887
617,458157080
10673,458206213
1212,458217974
2827,458317278
8283,458407805
8842,458437923
5647,458463336
6396,458659058
8744,458881837
2374,458893705
10943,459021261
6340,459047088
4178,459151604
6244,459187217
1012,459223342
5305,459328356
4660,459450597
8997,459514976
6661,459553073
10063,459643380
8873,459763361
4690,459904609
11313,459929249
9512,460018194
900,460036953
8969,460324991
8608,460408657
1016,460496434
8847,460516666
4889,460529535
1487,460551433
6684,460640373
11487,460659997
11114,460788585
10106,460802771
4891,460991443
5385,461020527
6856,461057917
9104,461231664
3866,461238992
11316,461265244
9530,461295460
5845,461444673
2417,461491342
4113,461503529
2251,461537064
587,461638284
7763,461651950
3198,461657619
10582,461671381
2162,461700367
3058,461738219
2154,461863162
6608,461951803
352,462203251
2545,462227507
6307,462258712
7876,462450947
3960,462503643
9291,462532145
11121,462641989
2055,462646802
1655,462726010
9640,462770070
4241,462870924
1762,462894287
9029,463061670
5272,463196490
1660,463349201
6748,463419975
10357,463424438
1258,463437163
9440,463674974
2181,463685011
5745,463890722
7624,463940698
10843,463971054
7154,463972875
10480,464005789
10263,464021948
9543,464134396
7663,464215311
6436,464354420
5083,464459957
3126,464620721
3587,464733940
4156,464895917
8880,465000747
7961,465026574
9196,465081843
5959,465123009
6394,465167638
1634,465189771
1430,465200906
8589,465271968
7486,465306817
5798,465478575
5531,465505554
2897,465577231
11399,465663940
11219,465883439
7414,465995986
4207,466011918
1599,466013113
10462,466076636
2936,466144443
6249,466176964
1499,466261992
2749,466270260
5381,466394361
9903,466396378
6590,466451687
940,466474936
5494,466576992
7441,466847505
936,466880838
11696,467020400
11724,467146730
5631,467199085
9005,467653656
2106,467659983
6640,467721071
3741,467917431
4135,468018677
514,468069479
3074,468107346
178,468173525
1136,468205292
711,468208554
238,468311129
7432,468371805
2979,468410043
5468,468437664
589,468524785
11479,468546243
4631,468546997
7230,468586675
5771,468727010
6493,468853775
7777,468950153
7616,468961299
7740,469002026
10433,469116031
5386,469133847
7040,469271496
1949,469278459
7479,469298427
8852,469312281
7797,469408603
10012,469668942
8855,469682790
6710,469687822
6918,469750202
6806,469775750
9878,469915211
809,469918160
10017,470090769
3557,470143315
11673,470146165
3144,470166358
3360,470213869
4682,470301083
6441,470827196
8007,470829288
8363,470902909
1428,470906489
7083,470921309
7791,470974251
2345,471118503
4954,471460368
4323,471572425
8040,471908552
10878,471994678
5059,472010087
9149,472237757
10247,472444229
7805,472463408
11451,472579791
582,472656714
4865,473012881
2388,473054423
5275,473100763
1814,473150332
68,473284650
11491,473466478
8777,473564979
7970,473792816
2674,473862645
3105,474053240
10733,474061866
1808,474172261
117,474344716
11463,474358583
11612,474384062
8154,474391680
6461,474496440
2582,474617149
11231,474664595
5215,474777981
11222,474798023
4836,474909063
5605,474946125
11567,474984639
5980,475010048
9346,475014475
410,475083506
11176,475332177
1732,475407004
6399,475528910
3878,475643191
7790,475887547
11461,476010735
6970,476118681
4362,476174898
9526,476267626
4319,476268581
11699,476343978
10717,476390579
6398,476501754
10523,476529614
5818,476553994
8875,476667151
9493,476807820
10268,476903221
9844,476911472
3959,477048702
10387,477301470
5683,477352920
11428,477475914
5561,477515567
2547,477562423
1904,477686161
11257,477846503
10872,477898864
4878,478003218
8212,478132770
5611,478308305
5412,478537486
10404,478583070
10396,478620023
3789,478653567
1806,478670860
4726,478796850
4598,478852615
1470,479070600
6354,479103620
11595,479202435
7513,479202483
2360,479391587
2684,479418643
4724,479491386
11393,479715437
3859,479750895
4363,479802304
10611,479841803
685,480446037
4886,480466734
8760,480564775
2646,480568670
11418,480587219
10058,480725445
1728,480854934
9154,480858202
6666,480927719
3117,481084215
10002,481138752
10027,481452720
1148,481460964
3549,481752258
10945,481874725
9152,482060965
6124,482099120
11303,482152142
10773,482163823
219,482231043
446,482382865
11177,482422957
6319,482627834
5129,482719856
6042,482760815
3147,482764341
4580,482904097
8985,482911655
6821,482944903
1054,482965746
1902,482967493
6368,483004451
1830,483059534
3293,483145786
4503,483177332
2385,483200140
6136,483211907
7984,483313740
874,483394055
1984,483626714
6644,483722341
7921,483808054
11600,483847074
8881,483987709
266,484078575
7538,484142319
2142,484367072
6268,484520272
3444,484620905
11406,484764104
8971,484800556
10597,484980370
11333,484992558
5536,485105306
6184,485168585
1388,485302049
2124,485359398
3080,485431054
1764,485478757
11730,485567337
9702,485574269
11515,485626761
6378,486013852
5028,486172775
2227,486192434
4849,486259513
4210,486355963
4728,486468310
4722,486500875
2810,486732523
4533,486811031
6487,487078035
7352,487355889
18,487406241
3235,487502967
4255,487561982
8576,487571810
10051,487575194
710,487699677
6452,487790085
4959,487853324
10178,488096312
6267,488166522
8629,488312207
2042,488351479
8810,488632514
6194,488741322
9011,488766327
869,488840409
7242,488841862
5220,489317797
5649,489452638
3720,489485939
2332,489493914
3762,489612011
9323,489803453
8410,489835273
8829,489895831
9165,489947233
7225,489948671
8240,490116024
3258,490153877
2818,490610541
5380,490965178
7336,491227260
1891,491264374
94,491298366
5666,491342824
5310,491376461
1322,491508602
6883,491612241
9157,491708943
8021,491747780
1086,491769030
4831,491819208
10010,491878319
7854,491960041
8264,491975730
10064,492086077
3029,492131348
1047,492210180
1465,492238045
1283,492275521
2063,492330522
5588,492351078
6030,492383012
3948,492518321
6686,492561727
9913,492608743
10684,492624262
11112,492633325
8526,492662301
8151,492687342
10658,492723430
2048,492798677
4534,492843157
7385,492843601
19,492972850
1907,493236722
6439,493291654
3232,493316217
4209,493467049
4380,493516212
6548,493517946
5706,493518251
11034,493632262
2668,493850987
6763,493874411
629,494096436
2178,494177454
5409,494227133
9613,494370671
8346,494443596
1146,494502021
8073,494530184
11084,494576893
7967,494588959
11478,494731169
4770,494748087
1802,494903357
8170,495247291
5150,495255284
5370,495297393
202,495395508
8334,495440251
9769,495487155
6506,495558532
8947,495741541
